"","company_name","overall_rating","num_reviews","company_url","headquarters","review_summary","link_to_reviews"
"128","Rite Aid","2.7","1.1k","www.riteaid.com","Camp Hill, PA","Work assignments are done before or on time.Cashiers work real efficiently.Cleaning team always kept up on cleaning duties. See all Reviews","http://www.glassdoor.com/Reviews/Rite-Aid-Reviews-E565.htm"
"129","Stop & Shop","3.0","442","www.stopandshop.com","Quincy, MA","Flexible vacations/time off, job security once you get into the union, 5% employee discount, benefits once you get full time. See all Reviews","http://www.glassdoor.com/Reviews/Stop-and-Shop-Reviews-E2117.htm"
"130","Uniqlo Usa","2.8","188","www.uniqlo.com","New York, NY","Short evaluation review timeline, goal oriented, easy dresscode See all Reviews","http://www.glassdoor.com/Reviews/Uniqlo-Usa-Reviews-E312278.htm"
"131","Kmart","2.4","1.6k","www.kmartcorp.com","Hoffman Estates, IL","Getting Paid Weekly, Co-workers are Awesome!, Management is cool as long as you are a good employee yourself, Flexible Scheduling!, The Job duties is… See all Reviews","http://www.glassdoor.com/Reviews/Kmart-Reviews-E370.htm"
"132","AOL","3.5","705","corp.aol.com","New York, NY","A great atmosphere and working environment created for employees, multiple kitchens, healthy snacks beverages, massage chairs, showers, gyms and nap… See all Reviews","http://www.glassdoor.com/Reviews/AOL-Reviews-E2151.htm"
"133","Colgate-Palmolive","3.9","307","www.colgate.com","New York, NY","Stable company with numerous personal growth opportunities. Employees in salaried positions are often able to move into career paths other than what… See all Reviews","http://www.glassdoor.com/Reviews/Colgate-Palmolive-Reviews-E162.htm"
"134","Bed Bath & Beyond","2.8","990","www.bedbathandbeyond.com","Union, NJ","Laid-back atmosphere Work-Life balance is good. See all Reviews","http://www.glassdoor.com/Reviews/Bed-Bath-and-Beyond-Reviews-E1961.htm"
"135","Mount Sinai Hospital (New York)","3.3","161","www.mountsinai.org","New York, NY","Opportunities, good work-life balance, stimulating environment See all Reviews","http://www.glassdoor.com/Reviews/Mount-Sinai-Hospital-New-York-Reviews-E121517.htm"
"136","RadioShack","2.5","1.7k","www.radioshack.com","Fort Worth, TX","I've made a lot of great friends working at radioshack for 5 years. Becoming a manager within 6 months is extremely possible See all Reviews","http://www.glassdoor.com/Reviews/RadioShack-Reviews-E641.htm"
"137","Canon USA","2.6","173","www.usa.canon.com","Melville, NY","- Good to be part of an industry leader. - Great work/life balance, as most workers are in at 9 and out at 5 - Great job security See all Reviews","http://www.glassdoor.com/Reviews/Canon-USA-Reviews-E4149.htm"
"138","Sprint","3.2","2.7k","www.sprint.com","Overland Park, KS","Generally felt that C-Level management cared about their jobs and you as an employee. Treatment and reviews were fair and even handed and generally… See all Reviews","http://www.glassdoor.com/Reviews/Sprint-Reviews-E13345.htm"
"139","Barclays","3.0","685","www.barclays.com","London, United Kingdom","Large bank spanning all financial products. People were smart and hard working. Office location is in Times Square. See all Reviews","http://www.glassdoor.com/Reviews/Barclays-Reviews-E3456.htm"
"140","Benjamin Moore","3.1","271","www.benjaminmoore.com","Montvale, NJ","Forward thinking company with a focus on the customer first and profits a close second. Dedicated to quality See all Reviews","http://www.glassdoor.com/Reviews/Benjamin-Moore-Reviews-E3089.htm"
"141","Bristol-Myers Squibb","3.7","541","www.bms.com","New York, NY","Good upper management, currently excellent pipeline, good working environment See all Reviews","http://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm"
"142","Con Edison of New York","3.7","131","www.coned.com","New York, NY","A great opportunity to try different things, educate yourself, and experience things few others will. If you have the drive, you can easily become… See all Reviews","http://www.glassdoor.com/Reviews/Con-Edison-of-New-York-Reviews-E16462.htm"
"143","CUNY (City University of New York)","3.4","141","www.cuny.edu","New York, NY","CUNY gives you the opportunity to grow as a professional allowing you to put to the test your full potential and showing what you are really capable… See all Reviews","http://www.glassdoor.com/Reviews/CUNY-City-University-of-New-York-Reviews-E3726.htm"
"144","Xerox","2.4","2.2k","www.xerox.com","Norwalk, CT","Flexible work schedule, wonderful staff and management (mid-level). See all Reviews","http://www.glassdoor.com/Reviews/Xerox-Reviews-E747.htm"
"145","Capco","3.3","266","www.capco.com","New York, NY","On my third day at Capco, I submitted a socially conscious business idea to the CEO of Capco's UK subsidiary, Bold Rocket. Within a week, I was… See all Reviews","http://www.glassdoor.com/Reviews/Capco-Reviews-E400565.htm"
"146","Microsoft","3.8","9.4k","www.microsoft.com","Redmond, WA","Work life balance, benefits, growth potential, new CEO with a clear vision and desire to change the companies culture and future, manage your own… See all Reviews","http://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651.htm"
"147","Broadridge","3.2","301","www.broadridge.com","New Hyde Park, NY","Depends on who you manager is. But working here is good. Some low level Managers are horrible to work for. See all Reviews","http://www.glassdoor.com/Reviews/Broadridge-Reviews-E42559.htm"
"148","ZocDoc","3.4","172","www.zocdoc.com","New York, NY","ZocDoc provides all the tools you need to succeed, and if you use them, you will! Their training program is intensive, and management staff are… See all Reviews","http://www.glassdoor.com/Reviews/ZocDoc-Reviews-E250247.htm"
"149","Capgemini","3.2","2.5k","www.capgemini.com","Paris, France","Great place to get opportunities to experience varied industries and technologies. See all Reviews","http://www.glassdoor.com/Reviews/Capgemini-Reviews-E3803.htm"
"150","Kohl's","3.1","2.7k","www.kohlscorporation.com","Menomonee Falls, WI","Competitive Salary, Strong Peer Group, flexible schedules. ability to grow a team and the ability to grow as an individual. See all Reviews","http://www.glassdoor.com/Reviews/Kohl-s-Reviews-E592.htm"
"151","GameStop","3.0","1.6k","www.gamestop.com","Grapevine, TX","-Free Video Games -Enjoyed working with co-workers -Decent Benefits See all Reviews","http://www.glassdoor.com/Reviews/GameStop-Reviews-E1162.htm"
"152","Banana Republic","3.5","1.0k","www.bananarepublic.com","San Francisco, CA","discounts, switching shifts, breaks coworkers See all Reviews","http://www.glassdoor.com/Reviews/Banana-Republic-Reviews-E23057.htm"
"153","Hollister Co.","3.1","992","www.hollisterco.com","New Albany, OH","- Co-workers, develop lasting relationships & friendships - Minimum training - Retail experience See all Reviews","http://www.glassdoor.com/Reviews/Hollister-Co-Reviews-E466037.htm"
"154","American Apparel","2.8","358","www.americanapparel.net","Los Angeles, CA","It was my first real retail job so it's the best foot in the door, also the discount is great. You get an allowance and other things of the sort. See all Reviews","http://www.glassdoor.com/Reviews/American-Apparel-Reviews-E18373.htm"
"155","Lord & Taylor","2.6","283","www.lordandtaylor.com","New York, NY","Consistency positive client interactions See all Reviews","http://www.glassdoor.com/Reviews/Lord-and-Taylor-Reviews-E42387.htm"
"156","Weill Cornell Medical College","3.4","140","www.med.cornell.edu","New York, NY","A great place to do science with the tri-institutional collaborations. It provides lots of opportunities to interact with good scientists and start… See all Reviews","http://www.glassdoor.com/Reviews/Weill-Cornell-Medical-College-Reviews-E113342.htm"
"157","Wipro","3.1","5.1k","www.wipro.com","Bangalore, India","Competitive salaries for onsite hires Career longevity Values employees People friendly See all Reviews","http://www.glassdoor.com/Reviews/Wipro-Reviews-E9936.htm"
"158","North Shore LIJ Health System","3.5","167","www.nslijcareers.com","Great Neck, NY","Fair amount of paid time off, relaxed atmosphere, strong leaders in some areas See all Reviews","http://www.glassdoor.com/Reviews/North-Shore-LIJ-Health-System-Reviews-E7188.htm"
"159","Insight Global","4.6","2.1k","www.insightglobal.net","Atlanta, GA","Very communicative, will always call you back or email you promptly. Does their best to work with you. They prep you for interviews and advocate for… See all Reviews","http://www.glassdoor.com/Reviews/Insight-Global-Reviews-E152783.htm"
"160","The Children's Place","2.4","639","www.childrensplace.com","Secaucus, NJ","Managers are very friendly and helpful See all Reviews","http://www.glassdoor.com/Reviews/The-Children-s-Place-Reviews-E7028.htm"
"161","AXA Equitable","3.1","186","www.axa-equitable.com","New York, NY","People are generally friendly and great to work with See all Reviews","http://www.glassdoor.com/Reviews/AXA-Equitable-Reviews-E19955.htm"
"162","FactSet","3.7","521","www.factset.com","Norwalk, CT","Some of the best people (both in terms of software engineering ability, and personality) that I've ever met work at FactSet. The work provided by… See all Reviews","http://www.glassdoor.com/Reviews/FactSet-Reviews-E6066.htm"
"163","The Jones Group","3.0","171","www.jonesgroupinc.com","New York, NY","Supportive atmosphere, friendly employees, growth focused, employee benefits, community involvement and support of causes. Achievement recognition… See all Reviews","http://www.glassdoor.com/Reviews/The-Jones-Group-Reviews-E1971.htm"
"164","Société Générale","3.2","399","www.societegenerale.com","Paris, France","The best reason to work here is to work with managers and directors who are committed to helping grow your career. See all Reviews","http://www.glassdoor.com/Reviews/Société-Générale-Reviews-E10350.htm"
"165","Comodo","3.1","136","www.comodo.com","Clifton, NJ","Comodo has a lot of opportunity for growth, they have a very flexible work schedule, a very nice and comfortable office including a 24/7 gym , very… See all Reviews","http://www.glassdoor.com/Reviews/Comodo-Reviews-E36116.htm"
"166","Urban Outfitters","3.2","691","www.urbanoutfitters.com","Philadelphia, PA","-Awesome discounts! The discount is 40% for clothes 25% for house ware but there are ways of getting 60% off certain items using the app. You also… See all Reviews","http://www.glassdoor.com/Reviews/Urban-Outfitters-Reviews-E2372.htm"
"167","Stryker","3.9","617","www.stryker.com","Portage, MI","Some of the best people I've ever worked with. On campus cafeteria and gym. A ton of focus on career path and development. Sense of importance and… See all Reviews","http://www.glassdoor.com/Reviews/Stryker-Reviews-E1918.htm"
"168","YMCA","3.6","1.8k","www.ymca.net","Chicago, IL","I get to create my own curriculum and add my own creativity to lesson plans for each day and theme. See all Reviews","http://www.glassdoor.com/Reviews/YMCA-Reviews-E3046.htm"
"169","Trader Joe's","3.5","792","www.traderjoes.com","Monrovia, CA","-Fairly flexible in regards to hours -considerable room for growth with the company -Management works side by side with crew members to improve… See all Reviews","http://www.glassdoor.com/Reviews/Trader-Joe-s-Reviews-E5631.htm"
"170","NYSE Euronext","3.3","143","www.nyx.com","New York, NY","Good pay, benefits are still ok. See all Reviews","http://www.glassdoor.com/Reviews/NYSE-Euronext-Reviews-E3307.htm"
"171","Hewlett-Packard","3.3","10k","www.hp.com","Palo Alto, CA","Work with a great team of people and all very good at what they do. The people in the trenches are great to work with, knowledgeable, dedicated. See all Reviews","http://www.glassdoor.com/Reviews/Hewlett-Packard-Reviews-E327.htm"
"172","RB","3.2","389","www.rb.com","Slough, United Kingdom","Creative Directors were easy to work with, and made sure you had all the correct direction for the projects. There freelance rate was good, and they… See all Reviews","http://www.glassdoor.com/Reviews/RB-Reviews-E3600.htm"
"173","BD","3.0","430","www.bd.com","Franklin Lakes, NJ","Great company that has consistently grown through the years. The name carries a lot of weight in the industry, so it seems like it would be a great… See all Reviews","http://www.glassdoor.com/Reviews/BD-Reviews-E88.htm"
"174","US Postal Service","2.9","1.6k","www.usps.com","Washington, DC","Great salary Great co-workers Light days are a breeze See all Reviews","http://www.glassdoor.com/Reviews/US-Postal-Service-Reviews-E3032.htm"
"175","Sephora","3.7","809","www.sephora.com","San Francisco, CA","Work life balance, respect for all, teamwork, initiative, innovation, and passion. See all Reviews","http://www.glassdoor.com/Reviews/Sephora-Reviews-E14590.htm"
