"","company_name","overall_rating","num_reviews","company_url","headquarters","review_summary","link_to_reviews"
"1","IBM","3.0","13k","www.ibm.com","Armonk, NY","Exposure and diverse experience...too many options to explore within the company See all Reviews","http://www.glassdoor.com/Reviews/IBM-Reviews-E354.htm"
"2","J.P. Morgan","3.5","5.0k","www.jpmorganchase.com","New York, NY","good benefits, schedule, training, great coworkers, resources See all Reviews","http://www.glassdoor.com/Reviews/J-P-Morgan-Reviews-E145.htm"
"3","Citi","3.3","3.1k","www.citigroup.com","New York, NY","-Seminars, great culture, diverse and interesting employees, always welcomed as an intern See all Reviews","http://www.glassdoor.com/Reviews/Citi-Reviews-E8843.htm"
"4","Goldman Sachs","3.7","2.0k","www.goldmansachs.com","New York, NY","Good environment and good pay. See all Reviews","http://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm"
"5","Macy's","3.0","5.9k","www.macysjobs.com","Cincinnati, OH","There is a ton of opportunity to grow and move up within the company. There is a lot of support within positions. See all Reviews","http://www.glassdoor.com/Reviews/Macy-s-Reviews-E1079.htm"
"6","Morgan Stanley","3.6","2.0k","www.morganstanley.com","New York, NY","Mentorship, transparency, high expectations, smart & interesting people, great benefits See all Reviews","http://www.glassdoor.com/Reviews/Morgan-Stanley-Reviews-E2282.htm"
"7","Bloomberg L.P.","3.6","1.4k","www.bloomberg.com","New York, 061","I worked at Bloomberg for over 8 years. I was able to move to different departments. If you do a good job and they like you as a person, you will… See all Reviews","http://www.glassdoor.com/Reviews/Bloomberg-L-P-Reviews-E3096.htm"
"8","PwC","3.6","5.9k","www.pwc.com","New York, NY","Really enjoy working here. Work hard for a few months, take it easy for the rest. When you work hard they still treat you right. PwC does things well… See all Reviews","http://www.glassdoor.com/Reviews/PwC-Reviews-E8450.htm"
"9","Deloitte","3.6","7.5k","www.deloitte.com","New York, NY","One of the best companies to work for. Always great training, great benefits and pay. Loved the level of professionalism amongst the co-workers. See all Reviews","http://www.glassdoor.com/Reviews/Deloitte-Reviews-E2763.htm"
"10","EY","3.7","5.3k","www.ey.com","London, United Kingdom","Very smart people who are truly dedicated. See all Reviews","http://www.glassdoor.com/Reviews/EY-Reviews-E2784.htm"
"11","Bank of America","3.3","7.9k","www.bankofamerica.com","Charlotte, NC","The work is fine and the people are great to work with on a daily basis. See all Reviews","http://www.glassdoor.com/Reviews/Bank-of-America-Reviews-E8874.htm"
"12","American Express","3.6","2.2k","www.americanexpress.com","New York, NY","The company is truly focused on the setting expectations appropriately with all stakeholders, including shareholders, customers and employees… See all Reviews","http://www.glassdoor.com/Reviews/American-Express-Reviews-E35.htm"
"13","Columbia University","3.9","653","www.columbia.edu","New York, NY","Quality of students and faculty is outstanding Open, collaborative environment Emphasis on trans-disciplinary research Freedom to pursue a… See all Reviews","http://www.glassdoor.com/Reviews/Columbia-University-Reviews-E2748.htm"
"14","Credit Suisse","3.5","1.5k","www.credit-suisse.com","Zurich, Switzerland","- supportive co-workers, internal networking groups, energetic and focused colleagues, work-life balance - senior management is now showing genuine… See all Reviews","http://www.glassdoor.com/Reviews/Credit-Suisse-Reviews-E3141.htm"
"15","Thomson Reuters","3.3","2.9k","www.thomsonreuters.com","New York, NY","Laid back work environment, respectable colleagues, great management, great compensation. See all Reviews","http://www.glassdoor.com/Reviews/Thomson-Reuters-Reviews-E100303.htm"
"16","Johnson & Johnson","3.8","1.6k","www.jnj.com","New Brunswick, NJ","The work-life balance and culture was great, high beliefs in cross functional alignment which led to higher growth as an individual. Pay and… See all Reviews","http://www.glassdoor.com/Reviews/Johnson-and-Johnson-Reviews-E364.htm"
"17","KPMG US","3.6","3.3k","www.kpmg.com","New York, NY","I work with A - grade people who are enthusiastic about what they do. This is really great. The pay is average of the Big-4. See all Reviews","http://www.glassdoor.com/Reviews/KPMG-US-Reviews-E2867.htm"
"18","UBS","3.4","1.6k","www.ubs.com","ZÜRICH, Switzerland","great place to start a career. People were very interested in mentoring and was able to have a lot of responsibilities early on. See all Reviews","http://www.glassdoor.com/Reviews/UBS-Reviews-E3419.htm"
"19","Verizon","3.3","2.9k","www.verizon.com","New York, NY","Your skills/ training are constantly being upgraded, lots of on line courses for your selection. Benefits were probably the best available. Very… See all Reviews","http://www.glassdoor.com/Reviews/Verizon-Reviews-E89.htm"
"20","BNY Mellon","2.8","1.5k","www.bnymellon.com","New York, NY","People are very nice and caring See all Reviews","http://www.glassdoor.com/Reviews/BNY-Mellon-Reviews-E78.htm"
"21","NYU (New York University)","4.0","510","www.nyu.edu","New York, NY","Fair and knowledgable bosses. When there's a time conflict with classes, they understand the student's priorities, and are willing to accommodate. See all Reviews","http://www.glassdoor.com/Reviews/NYU-New-York-University-Reviews-E2917.htm"
"22","Accenture","3.6","10k","www.accenture.com","Dublin, Ireland","Highly process-focused, matrixed and hierarchical organization built on respected principals and deep capabilities across virtually every area of… See all Reviews","http://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm"
"23","Deutsche Bank","3.3","1.4k","www.deutsche-bank.de","Frankfurt, Germany","Great work life balance Lots of vacation days See all Reviews","http://www.glassdoor.com/Reviews/Deutsche-Bank-Reviews-E3150.htm"
"24","Cognizant Technology Solutions","3.6","6.7k","www.cognizant.com","Teaneck, NJ","Very good client count.and great opportunities See all Reviews","http://www.glassdoor.com/Reviews/Cognizant-Technology-Solutions-Reviews-E8014.htm"
"25","Chase","3.2","2.7k","www.chase.com","New York, NY","It is what you make of it.. At the time I was employed with Chase, investment and life insurance licensing was being offered- This allowed for good… See all Reviews","http://www.glassdoor.com/Reviews/Chase-Reviews-E690765.htm"
"26","AT&T","3.3","6.9k","www.att.jobs","Dallas, TX","Good office atmosphere Good Management and co-workers Learn quite a bit about Telecom and Wireline products and systems See all Reviews","http://www.glassdoor.com/Reviews/AT-and-T-Reviews-E613.htm"
"27","Merck","3.2","1.3k","www.merck.com","Whitehouse Station, NJ","Flexible schedule, Great People and great environment See all Reviews","http://www.glassdoor.com/Reviews/Merck-Reviews-E438.htm"
"28","AIG","3.0","875","www.aig.com","New York, NY","Good Work/Life Balance: Good Time Off See all Reviews","http://www.glassdoor.com/Reviews/AIG-Reviews-E40.htm"
"29","New York City Department of Education","3.2","393","schools.nyc.gov","New York, NY","Fulfilling profession and administration is understanding. See all Reviews","http://www.glassdoor.com/Reviews/New-York-City-Department-of-Education-Reviews-E105247.htm"
"30","Target","3.2","10k","www.target.com","Minneapolis, MN","Good employee benefits and discounts. See all Reviews","http://www.glassdoor.com/Reviews/Target-Reviews-E194.htm"
"31","Barclays Capital","3.0","857","www.barcap.com","London, United Kingdom","Flexible and decent paying back office consultant positions, I found the employees there to be very friendly and helpful to inexperienced hires. See all Reviews","http://www.glassdoor.com/Reviews/Barclays-Capital-Reviews-E27070.htm"
"32","Pfizer","3.6","1.3k","www.pfizer.com","New York, NY","Challenging Work. Lots of Big Company perks. Ok Salary. Great People to talk to. See all Reviews","http://www.glassdoor.com/Reviews/Pfizer-Reviews-E525.htm"
"33","Rutgers University","3.9","457","www.rutgers.edu","Piscataway, NJ","Opportunity and personal growth, work-life balance, benefits, and salaries in professional areas. See all Reviews","http://www.glassdoor.com/Reviews/Rutgers-University-Reviews-E22285.htm"
"34","Best Buy","3.3","6.9k","www.bestbuy.com","Richfield, MN","the people were great to work with. Everyone was a team player and try their best to help each other in whatever they could. Had competion games… See all Reviews","http://www.glassdoor.com/Reviews/Best-Buy-Reviews-E97.htm"
"35","Apple","3.9","4.5k","www.apple.com","Cupertino, CA","Cool people, cool tech, cool work environment. See all Reviews","http://www.glassdoor.com/Reviews/Apple-Reviews-E1138.htm"
"36","Starbucks","3.7","5.7k","www.starbucks.com","Seattle, WA","Staff is great really good benefits Flexible hours Great Training Personal days plus a good system for vacation time the longer you've been there See all Reviews","http://www.glassdoor.com/Reviews/Starbucks-Reviews-E2202.htm"
"37","The Home Depot","3.3","6.1k","www.homedepot.com","Atlanta, GA","Company Cares for employee needs and tends to be on the side of employees as long as they are correct. Has a strong core value and tries to live up… See all Reviews","http://www.glassdoor.com/Reviews/The-Home-Depot-Reviews-E655.htm"
"38","MTV Networks","3.8","387","www.mtv.com","New York, NY","It affords you the opportunity to meet a lot of movers and shakers and valuable connections. I was able to build a network of professionals that… See all Reviews","http://www.glassdoor.com/Reviews/MTV-Networks-Reviews-E12103.htm"
"39","MetLife","3.1","1.1k","www.metlife.com","New York, NY","Great work-life balance, able to work from home. Very friendly environment, care about employees See all Reviews","http://www.glassdoor.com/Reviews/MetLife-Reviews-E2899.htm"
"40","NBCUniversal","3.9","676","www.nbcuni.com","New York, NY","It was a lot of fun to be an NBC intern. The internship program is very structured and they spend a lot of time making sure you get the most out of… See all Reviews","http://www.glassdoor.com/Reviews/NBCUniversal-Reviews-E32038.htm"
"41","Merrill Lynch","3.7","1.3k","www.baml.com","Charlotte, NC","Entrepreneurial environment, staffed on interesting and high-profile transactions, Great Pay See all Reviews","http://www.glassdoor.com/Reviews/Merrill-Lynch-Reviews-E440.htm"
"42","Cablevision Systems","3.0","375","www.cablevision.com","Bethpage, NY","Has great benefits, free cable, match 401k. Depending on the building you work is very relaxing dress code. See all Reviews","http://www.glassdoor.com/Reviews/Cablevision-Systems-Reviews-E802.htm"
"43","Citibank","3.2","1.7k","www.citibank.com","New York, NY","Their health benefits are top notch,the plans that they offer give you many different options, hard to beat their choices. See all Reviews","http://www.glassdoor.com/Reviews/Citibank-Reviews-E13604.htm"
"44","UPS","3.5","3.2k","www.upsjobs.com","Atlanta, GA","Goog health care for the family See all Reviews","http://www.glassdoor.com/Reviews/UPS-Reviews-E3012.htm"
"45","Prudential","3.4","735","www.prudential.com","Newark, NJ","company culture - everybody is very supportive and friendly benefit work-life balance See all Reviews","http://www.glassdoor.com/Reviews/Prudential-Reviews-E2944.htm"
"46","Memorial Sloan Kettering","4.1","312","www.mskcc.org","New York, NY","Great benefits; driven coworkers that bring the best out of you; and many opportunities to grow. See all Reviews","http://www.glassdoor.com/Reviews/Memorial-Sloan-Kettering-Reviews-E4711.htm"
"47","CVS Health","2.6","3.9k","www.cvshealth.com","Woonsocket, RI","The in-store dynamic can be intricate and be a great place to work. Promotions are obtainable relatively easily. The work can be rewarding. See all Reviews","http://www.glassdoor.com/Reviews/CVS-Health-Reviews-E437.htm"
"48","New York Life","3.4","875","www.newyorklife.com","New York, NY","they have earning potential and location See all Reviews","http://www.glassdoor.com/Reviews/New-York-Life-Reviews-E2915.htm"
"49","Abercrombie & Fitch","2.8","2.6k","www.abercrombie.com","New Albany, OH","Easy job. Not much folding to be done, main focus is greeting and helping customers. See all Reviews","http://www.glassdoor.com/Reviews/Abercrombie-and-Fitch-Reviews-E6756.htm"
"50","Bloomingdale's","2.9","629","www.bloomingdales.com","New York, NY","Employee discounts, summer Fridays, new offices See all Reviews","http://www.glassdoor.com/Reviews/Bloomingdale-s-Reviews-E14465.htm"
"51","Toys ''R'' Us","2.9","1.4k","www.toysrusinc.com","Wayne, NJ","Great Working environment, easy to get the job done, great pay. See all Reviews","http://www.glassdoor.com/Reviews/Toys-R-Us-Reviews-E672.htm"
"52","Verizon Wireless","3.3","3.6k","www.verizonwireless.com","Basking Ridge, NJ","Insurance is blue cross blue shield, good maternity leave, short term disability, fmla, and help you pay to further your education. See all Reviews","http://www.glassdoor.com/Reviews/Verizon-Wireless-Reviews-E11806.htm"
"53","Condé Nast","3.6","294","www.condenast.com","New York, NY","Good editors, fun environment, prestige publications, great exposure See all Reviews","http://www.glassdoor.com/Reviews/Condé-Nast-Reviews-E8360.htm"
"54","Time","3.2","288","www.timeinc.com","New York, NY","Great co-workers, opportunities for advancement, constant learning opportunities, work/life balance, benefits See all Reviews","http://www.glassdoor.com/Reviews/Time-Reviews-E4192.htm"
"55","McDonald's","3.0","4.6k","www.mcdonalds.com","Oak Brook, IL","free lunch,crew members was fun See all Reviews","http://www.glassdoor.com/Reviews/McDonald-s-Reviews-E432.htm"
"56","The Gap","3.6","1.9k","www.gap.com","San Francisco, CA","-Easy work, anyone can do it See all Reviews","http://www.glassdoor.com/Reviews/The-Gap-Reviews-E114118.htm"
"57","PepsiCo","3.4","2.2k","www.pepsico.com","Purchase, NY","The lab that I worked in had a good vibe, everyone was very motivated and worked to make sure that I succeeded in the program. See all Reviews","http://www.glassdoor.com/Reviews/PepsiCo-Reviews-E522.htm"
"58","Edelman","4.0","1.0k","www.edelman.com","Chicago, IL","Smart people, ethical management, care about doing the right thing. See all Reviews","http://www.glassdoor.com/Reviews/Edelman-Reviews-E4608.htm"
"59","Polo Ralph Lauren","3.2","520","www.ralphlauren.com","New York, NY","The discount is very good, and it gets better around holiday season. You get a good amount of hours. They accomodate your scheduling needs with no… See all Reviews","http://www.glassdoor.com/Reviews/Polo-Ralph-Lauren-Reviews-E2937.htm"
"60","BlackRock","3.4","759","www.blackrock.com","New York, NY","Entrepreneurial culture. Junior staff are extremely talented. See all Reviews","http://www.glassdoor.com/Reviews/BlackRock-Reviews-E9331.htm"
"61","L'Oréal USA","3.2","353","www.lorealusa.com","New York, NY","Great pay, friendly and accommodating staff and management. Summer hours were wonderful and work expectations were reasonable. See all Reviews","http://www.glassdoor.com/Reviews/L-Oréal-USA-Reviews-E4276.htm"
"62","Staples","2.9","2.4k","www.staples.com","Framingham, MA","Friendly Staff Overall, Comfortable work environment, Employees are generally cared about. See all Reviews","http://www.glassdoor.com/Reviews/Staples-Reviews-E1909.htm"
"63","ADP","3.5","2.1k","jobs.adp.com","Roseland, NJ","Super smart people-mature professionals with well- balanced egos. A rare combination of intelligence, kindness, and a spirit of collaborative… See all Reviews","http://www.glassdoor.com/Reviews/ADP-Reviews-E64.htm"
"64","Google","4.4","3.1k","www.google.com","Mountain View, CA","Freebies and free food. Decent Salary See all Reviews","http://www.glassdoor.com/Reviews/Google-Reviews-E9079.htm"
"65","Sears","2.5","4.7k","www.searshc.com","Hoffman Estates, IL","Location Work-life balance professional/personal growth relax atmosphere Training Internship Workshops See all Reviews","http://www.glassdoor.com/Reviews/Sears-Reviews-E37984.htm"
"66","Hertz","3.2","1.9k","www.hertz.com","Naples, FL","I actually love working for Hertz. Great company, room for growth. See all Reviews","http://www.glassdoor.com/Reviews/Hertz-Reviews-E4071.htm"
"67","Avon Products","3.0","690","www.avon.com","New York, NY","good work and life balance See all Reviews","http://www.glassdoor.com/Reviews/Avon-Products-Reviews-E67.htm"
"68","Infosys","3.3","10k","www.infosys.com","Bangalore, India","Things are looking up for this organization and it looks like they are getting more transparent in operations See all Reviews","http://www.glassdoor.com/Reviews/Infosys-Reviews-E7927.htm"
"69","Century 21 Department Stores","2.2","211","www.c21stores.com","New York, NY","Cool people, possibility for overtime is constant, meet a lot of interesting people (tourists), a lot of customer service experience.... See all Reviews","http://www.glassdoor.com/Reviews/Century-21-Department-Stores-Reviews-E136156.htm"
"70","NYU Langone Medical Center","3.5","246","www.med.nyu.edu","New York, NY","Young staff, flexible hours, not horrible pay for the amount of work I put in See all Reviews","http://www.glassdoor.com/Reviews/NYU-Langone-Medical-Center-Reviews-E121521.htm"
"71","Wells Fargo","3.2","7.8k","www.wellsfargo.com","San Francisco, CA","There are really none to discuss See all Reviews","http://www.glassdoor.com/Reviews/Wells-Fargo-Reviews-E8876.htm"
"72","S&P Ratings","3.1","292","www.standardandpoors.com","New York, NY","Many products to sell and a great brand name. I sold company data and international securities identifiers. See all Reviews","http://www.glassdoor.com/Reviews/S-and-P-Ratings-Reviews-E30287.htm"
"73","Viacom","3.7","259","www.viacom.com","New York, NY","The environment is warm and all of the employees I've met were welcoming and kind. In this fast paced industry, Viacom gets the job done. The… See all Reviews","http://www.glassdoor.com/Reviews/Viacom-Reviews-E40260.htm"
"74","TD Bank","3.4","1.3k","www.td.com","Toronto, Canada","Very freindly staff and understanding See all Reviews","http://www.glassdoor.com/Reviews/TD-Bank-Reviews-E3767.htm"
"75","Saks Fifth Avenue","2.9","518","www.careersatsaks.com","New York, NY","Very flexible with the schedule See all Reviews","http://www.glassdoor.com/Reviews/Saks-Fifth-Avenue-Reviews-E2963.htm"
"76","Victoria's Secret Stores","3.3","1.9k","www.victoriassecret.com","Reynoldsburg, OH","-Great discounts on product (30%) and occasional promotions where new items were free or offered to employees at a very discounted price -Flexible… See all Reviews","http://www.glassdoor.com/Reviews/Victoria-s-Secret-Stores-Reviews-E13903.htm"
"77","CA Technologies","3.3","1.1k","www.ca.com","New York, NY","Great culture and atmosphere, work place environment, strong emphasis on personal development and growth See all Reviews","http://www.glassdoor.com/Reviews/CA-Technologies-Reviews-E167.htm"
"78","HSBC Bank USA","3.1","582","www.us.hsbc.com","New York, NY","Base plus incentive and with good benefits. Good colleagues and clean work environment. International branding and well known in the market. They are… See all Reviews","http://www.glassdoor.com/Reviews/HSBC-Bank-USA-Reviews-E258062.htm"
"79","Unilever","3.7","1.2k","www.unilever.com","London, United Kingdom","You learn a lot if you're on the right brand with the right manager. Unilever is always looking to try new things (especially if you work in… See all Reviews","http://www.glassdoor.com/Reviews/Unilever-Reviews-E3513.htm"
"80","McKinsey & Company","4.2","1.1k","www.mckinsey.com","New York, NY","Collegiate environment, smart people, interesting projects, access to senior management See all Reviews","http://www.glassdoor.com/Reviews/McKinsey-and-Company-Reviews-E2893.htm"
"81","Time Warner Cable","3.2","1.5k","www.timewarnercable.com","New York, NY","The industry is exciting – cable, Internet, telecommunications. It is dynamic and drives changes in our world. Time Warner Cable is big enough for… See all Reviews","http://www.glassdoor.com/Reviews/Time-Warner-Cable-Reviews-E13229.htm"
"82","Novartis Pharmaceuticals","3.4","560","www.pharma.us.novartis.com","East Hanover, NJ","There is no question that Novartis is a great company. They have a great pipeline, good processes, and treat their employees well. The people are… See all Reviews","http://www.glassdoor.com/Reviews/Novartis-Pharmaceuticals-Reviews-E18697.htm"
"83","Nielsen","3.4","1.4k","www.nielsen.com","New York, NY","The work/life balance is great, and the people at the company are extremely knowledgeable and great to work with. There are always opportunities to… See all Reviews","http://www.glassdoor.com/Reviews/Nielsen-Reviews-E3776.htm"
"84","Ogilvy & Mather","3.6","422","www.ogilvy.com","New York, NY","Ogilvy is filled with some of the smartest, nicest, and cleverest people around. As others have said, they'll throw you in at the deepest end, and… See all Reviews","http://www.glassdoor.com/Reviews/Ogilvy-and-Mather-Reviews-E13661.htm"
"85","Estée Lauder Companies","3.6","324","www.elcompanies.com","New York, NY","Motivated employees, surrounded by smart people See all Reviews","http://www.glassdoor.com/Reviews/Estée-Lauder-Companies-Reviews-E2785.htm"
"86","Walmart","2.9","10k","corporate.walmart.com","Bentonville, AR","this company has great growth options See all Reviews","http://www.glassdoor.com/Reviews/Walmart-Reviews-E715.htm"
"87","Enterprise Rent-A-Car","3.2","3.6k","www.go.enterpriseholdings.com","Saint Louis, MO","Only hire from within Great opportunities within the company Privately owned company with great benefits Competitive starting salary If you're… See all Reviews","http://www.glassdoor.com/Reviews/Enterprise-Rent-A-Car-Reviews-E2783.htm"
"88","Barnes & Noble","3.3","1.3k","www.barnesandnoble.com","New York, NY","High Customer focus - Customers are always a priority and always come first. Relaxed atmosphere - managers expect booksellers to complete daily… See all Reviews","http://www.glassdoor.com/Reviews/Barnes-and-Noble-Reviews-E2439.htm"
"89","United Nations","3.7","320","www.un.org","New York, NY","Highly competent co-workers, extremely friendly and diverse staff. Everyone was very willing to expose you to different areas of the office and the… See all Reviews","http://www.glassdoor.com/Reviews/United-Nations-Reviews-E21435.htm"
"90","HBO","3.8","199","www.hbo.com","New York, NY","HBO's internship program is very structured and involves lots of great networking/learning opportunities, including speaker series with execs and a… See all Reviews","http://www.glassdoor.com/Reviews/HBO-Reviews-E13635.htm"
"91","Moody's","3.4","237","www.moodys.com","New York, NY","Working at Moody's was a great experience where I saw a variety of legal issues in a collegial, laid-back working environment. I particularly enjoyed… See all Reviews","http://www.glassdoor.com/Reviews/Moody-s-Reviews-E11303.htm"
"92","NewYork-Presbyterian Hospital","3.7","201","www.nyp.org","New York, NY","The hospital provides extensive training and orientation for volunteers so that they are very well prepared to handle almost anything. See all Reviews","http://www.glassdoor.com/Reviews/NewYork-Presbyterian-Hospital-Reviews-E121522.htm"
"93","T-Mobile","3.7","2.6k","www.tmobile.jobs","Bellevue, WA","great job, great staff, room for growth. See all Reviews","http://www.glassdoor.com/Reviews/T-Mobile-Reviews-E9302.htm"
"94","Forever 21","2.5","1.7k","www.forever21.com","Los Angeles, CA","No hours in the store because this is a new location. They same to have favorites there also ....... See all Reviews","http://www.glassdoor.com/Reviews/Forever-21-Reviews-E13361.htm"
"95","Tiffany & Co.","2.9","349","www.tiffany.com","New York, NY","Good work life balance, good employee discount. See all Reviews","http://www.glassdoor.com/Reviews/Tiffany-and-Co-Reviews-E663.htm"
"96","AllianceBernstein","3.1","224","www.alliancebernstein.com","New York, NY","At alliance Bernstein, there is a strong demand for high quality design. Really great team of creative individuals. And you truly get to own the… See all Reviews","http://www.glassdoor.com/Reviews/AllianceBernstein-Reviews-E14976.htm"
"97","TransPerfect","2.6","318","www.transperfect.com","New York, NY","Access to big, long-term projects; opportunities for overtime; good entry-level pay. See all Reviews","http://www.glassdoor.com/Reviews/TransPerfect-Reviews-E32824.htm"
"98","Morgan Stanley Smith Barney","3.4","506","www.morganstanleysmithbarney.com","Guilford, CT","Great environment. Everyone was very helpful and considerate. I had great exposure to the municipal bond market. I had face to face interaction with… See all Reviews","http://www.glassdoor.com/Reviews/Morgan-Stanley-Smith-Barney-Reviews-E246475.htm"
"99","JetBlue","3.8","333","www.jetblue.com","Long Island City, NY","Great company with a friendly and outgoing culture. Leadership is available and easy to get in touch with. Encourage open discussion and… See all Reviews","http://www.glassdoor.com/Reviews/JetBlue-Reviews-E11385.htm"
"100","Shoprite Supermarkets","2.8","342","www.shoprite.com","Edison, NJ","the only reason I like working at ShopRite are because of the coworkers. most of them are pretty awesome! however there are some who really suck See all Reviews","http://www.glassdoor.com/Reviews/Shoprite-Supermarkets-Reviews-E346610.htm"
"101","Stony Brook University","3.8","197","www.stonybrook.edu","Stony Brook, NY","Environment is beautiful, nice and quiet. Two hours train ride to get to the city which is relatively convenient. Workers here are friendly and they… See all Reviews","http://www.glassdoor.com/Reviews/Stony-Brook-University-Reviews-E33757.htm"
"102","DISH","2.7","2.0k","www.dish.com","Englewood, CO","A lot of work and could be stressful are times See all Reviews","http://www.glassdoor.com/Reviews/DISH-Reviews-E4501.htm"
"103","Scholastic","3.1","233","www.scholastic.com","New York, NY","People who desire to work for a children's book publisher this is the ""spot"". Like many book publishers, compensation is VERY LOW. Silo organization… See all Reviews","http://www.glassdoor.com/Reviews/Scholastic-Reviews-E2142.htm"
"104","New York Times","3.5","170","www.nytimes.com","New York, NY","Lots of really smart and interesting people. everyone operates at a very high level See all Reviews","http://www.glassdoor.com/Reviews/New-York-Times-Reviews-E960.htm"
"105","Wiley","2.9","307","www.wiley.com","Hoboken, NJ","- Some managers are blessed by upper management, have control of businesses with clear growth strategies, and a relatively free hand to drive those… See all Reviews","http://www.glassdoor.com/Reviews/Wiley-Reviews-E1551.htm"
"106","Duane Reade","2.6","168","www.duanereade.com","New York, NY","1. Working in a team 2. Learning how to manage people 3. Organizational skills See all Reviews","http://www.glassdoor.com/Reviews/Duane-Reade-Reviews-E7504.htm"
"107","Pearson","3.1","959","www.pearson.com","London, United Kingdom","Great work life balance, opportunities for advancement. Good pay. Great culture See all Reviews","http://www.glassdoor.com/Reviews/Pearson-Reviews-E3322.htm"
"108","J. Crew","3.8","744","www.jcrew.com","New York, NY","Amazing pay , awesome clothes , fun work environment , best discount See all Reviews","http://www.glassdoor.com/Reviews/J-Crew-Reviews-E2848.htm"
"109","Hearst Corporation","3.5","237","www.hearst.com","New York, NY","Almost every is nice and willing to answer questions. See all Reviews","http://www.glassdoor.com/Reviews/Hearst-Corporation-Reviews-E2823.htm"
"110","BNP Paribas","3.4","544","www.bnpparibas.com","Paris, France","Laid back environment, convenient location, excellent room for growth, great benefits, lots of vacation. great holiday parties,including summer party… See all Reviews","http://www.glassdoor.com/Reviews/BNP-Paribas-Reviews-E10342.htm"
"111","MasterCard","3.6","356","www.mastercard.com","Purchase, NY","Company encouraging diversity (in age, race, culture and background) Encourage and provide tools for successful networking and skill-set building… See all Reviews","http://www.glassdoor.com/Reviews/MasterCard-Reviews-E3677.htm"
"112","Tata Consultancy Services","3.3","9.6k","www.tcs.com","Mumbai, India","Work life balance and flexible work schedules. See all Reviews","http://www.glassdoor.com/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm"
"113","R/GA","3.5","174","www.rga.com","New York, NY","working environment is pretty great See all Reviews","http://www.glassdoor.com/Reviews/R-GA-Reviews-E23929.htm"
"114","Lowe's","3.4","5.2k","www.lowes.com","Mooresville, NC","This company was pleasant to work for, and my coworkers and superiors were nice enough. No one was mean spirited and everyone truly cared about each… See all Reviews","http://www.glassdoor.com/Reviews/Lowe-s-Reviews-E415.htm"
"115","Ann Taylor","3.4","892","www.anninc.com","New York, NY","Really nice company to work for! See all Reviews","http://www.glassdoor.com/Reviews/Ann-Taylor-Reviews-E1972.htm"
"116","Lehman Brothers","4.2","201","www.lehman.com","New York, NY","Amazing culture, Talented & Professional Employees, Opportunities for Advancement, Competitive Compensation See all Reviews","http://www.glassdoor.com/Reviews/Lehman-Brothers-Reviews-E3565.htm"
"117","Nordstrom","3.5","3.5k","www.nordstrom.com","Seattle, WA","Work life balance, Great insurance coverage, Not stressful See all Reviews","http://www.glassdoor.com/Reviews/Nordstrom-Reviews-E1704.htm"
"118","Digitas","3.5","333","www.digitaslbi.com","Boston, MA","Interesting projects & clients. Innovative company. Great and friendly work environment. Professionally run. Beautiful office. Strong HR department… See all Reviews","http://www.glassdoor.com/Reviews/Digitas-Reviews-E3611.htm"
"119","Walgreens","2.8","4.4k","www.walgreens.com","Deerfield, IL","Good coworkers, some decent customers See all Reviews","http://www.glassdoor.com/Reviews/Walgreens-Reviews-E716.htm"
"120","Northwestern Mutual","3.7","1.6k","www.northwesternmutual.com","Milwaukee, WI","Good sales school. Stipend acts as a separator from other similar insurance internships. Great post-intern opportunities because my mentor is well… See all Reviews","http://www.glassdoor.com/Reviews/Northwestern-Mutual-Reviews-E2919.htm"
"121","Dow Jones","3.0","326","www.dj.com","Monmouth Junction, NJ","Great people and exciting work. See all Reviews","http://www.glassdoor.com/Reviews/Dow-Jones-Reviews-E208.htm"
"122","Sony Music Entertainment","3.7","188","www.sonymusic.com","New York, NY","Diverse Atmosphere Each desk has huge speakers and access to FREE Music Casual See all Reviews","http://www.glassdoor.com/Reviews/Sony-Music-Entertainment-Reviews-E37127.htm"
"123","Avaya","3.0","1.1k","www.avaya.com","Santa Clara, CA","Avaya has extremely smart and hard-working people. Work is challenging because you are usually doing more than 1 person's job. But it's also… See all Reviews","http://www.glassdoor.com/Reviews/Avaya-Reviews-E12121.htm"
"124","Coach","3.6","577","www.coach.com","New York, NY","Well besides the obvious discount on the various bags and other items I feel the atmosphere is simply amazing and the people were friendly and warm… See all Reviews","http://www.glassdoor.com/Reviews/Coach-Reviews-E12070.htm"
"125","Whole Foods Market","3.6","1.8k","www.wholefoodsmarket.com","Austin, TX","Great ideas, company values are all about pushing people to be heatlh- and environmentally conscious. The employee discount is a great perk. You… See all Reviews","http://www.glassdoor.com/Reviews/Whole-Foods-Market-Reviews-E422.htm"
"126","Capital One","3.5","1.8k","www.capitalone.com","Mc Lean, VA","Medical Benefits, PTO and compensation. See all Reviews","http://www.glassdoor.com/Reviews/Capital-One-Reviews-E3736.htm"
"127","American Eagle Outfitters","3.5","1.2k","www.ae.com","Pittsburgh, PA","- Employee Discounts - Great coworkers and managers - Everyone helps one another - Fast paced environment that allows you to learn a lot of… See all Reviews","http://www.glassdoor.com/Reviews/American-Eagle-Outfitters-Reviews-E2642.htm"
